,step,amount,isFraud
2367558,191,7482.42,0
3898022,284,168981.26,0
4281928,307,4180.25,0
4331029,308,12389.61,0
976356,44,16124.29,0
91796,10,54632.93,0
4385400,312,65668.08,0
4376118,311,4003.63,0
6350385,695,4799.06,0
2445465,203,3149.0,0
3587494,262,235900.53,0
4887339,349,3137.06,0
4835004,347,5879.98,0
846681,41,161.92,0
5678500,397,14317.84,0
4150902,303,61308.91,0
4665439,330,8443.95,0
4674064,331,5922.2,0
1933197,177,8807.06,0
5300401,373,24624.94,0
4469738,324,359267.89,0
2762573,213,331862.32,0
4242431,306,7808.93,0
975276,44,488074.26,0
23578,8,42638.27,0
151464,12,393470.19,0
92593,10,1090141.3,0
5601982,394,183555.94,0
3047169,234,146704.73,0
4668242,330,224076.18,0
2825516,226,441878.88,0
57666,9,6467.09,0
4413875,322,141743.5,0
6169479,563,7533.64,0
2318006,188,291342.48,0
1257588,134,49233.79,0
4478682,324,261420.36,0
2581328,207,210681.76,0
5922713,404,917589.16,0
1412952,139,7844.29,0
151004,12,2923.91,0
1262247,134,513137.95,0
2189338,185,15023.67,0
132419,11,26067.11,0
2741344,212,158808.65,0
6179424,565,209080.74,0
5854817,402,9575.21,0
4529431,326,206622.49,0
4447776,323,56721.07,0
4853960,347,22563.6,0
179243,12,300118.49,0
3892117,284,507824.59,0
4512240,325,28030.36,0
614532,34,125805.57,0
3650380,275,1561.08,0
3229141,250,347054.89,0
5257738,372,88733.51,0
2235915,186,7.13,0
5789021,401,292645.38,0
5569322,393,3811.9,0
3816308,281,1674.34,0
2426722,202,219345.61,0
1950408,178,91642.3,0
3396703,255,19196.34,0
1830875,163,274856.35,0
2507956,205,398340.72,0
5615116,395,574507.19,0
5527021,381,133496.2,0
2226808,186,268579.22,0
848851,41,14356.79,0
3848325,282,135026.63,0
6358405,714,260485.02,0
3268057,251,84819.81,0
3198730,249,45580.02,0
1248058,134,207787.17,0
1313601,136,482352.25,0
5592949,394,326931.39,0
4782758,336,16318.35,0
113967,11,251941.37,0
328984,16,294435.24,0
1770990,162,16723.79,0
2676543,210,9754.28,0
2575932,207,212762.31,0
3196270,249,23591.41,0
3455923,257,114830.26,0
2602545,208,406457.81,0
5943292,405,9806.08,0
5585406,394,312865.87,0
824591,41,194738.81,0
367346,17,6504.96,0
4308285,307,97185.85,0
343325,16,49411.74,0
3482136,258,11809.31,0
1158896,131,133023.67,0
4715829,332,5365.0,0
5283388,372,25473.27,0
4882382,348,571041.9,0
3439491,257,338990.26,0
4208902,305,154943.76,0
4303087,307,56284.71,0
2511766,205,57635.13,0
746671,38,243970.11,0
1864985,164,64891.78,0
3688379,276,117606.77,0
6124611,540,1532869.48,0
377880,17,80427.33,0
445383,19,316067.66,0
4334481,308,27812.83,0
1570971,155,93891.06,0
4563825,327,67142.93,0
4900427,349,4169.49,0
2014526,180,150520.52,0
5430017,378,15248.1,0
3104936,235,345018.24,0
4683116,331,96321.05,0
3278272,251,283417.53,0
4091380,301,15917.63,0
3120225,236,790884.13,0
1570146,155,263653.01,0
4405931,321,19530.09,0
3817645,281,475847.5,0
2691166,211,7754.39,0
5969546,406,210203.82,0
3288168,252,19130.2,0
1207532,133,154200.52,0
6057628,500,1019154.56,0
972486,44,505787.9,0
3490486,258,77532.7,0
2774539,213,184418.88,0
4820182,346,4155.47,0
5541318,382,17629.99,0
2959434,230,215521.5,0
3480639,258,2339.05,0
479275,19,2104.96,0
1883869,164,447067.93,0
2507973,205,33983.92,0
2033687,180,8510.51,0
5498328,380,328554.68,0
5454221,379,152531.42,0
6222460,590,207741.62,0
3754827,279,307372.18,0
5914965,404,19189.1,0
5587289,394,2817.49,0
2073758,182,119296.51,0
6184591,567,240665.07,0
3165337,237,498570.25,0
2944223,230,331095.31,0
2675844,210,6493.75,0
125381,11,151837.53,0
1789706,162,620.19,0
2439357,203,6036.2,0
3439499,257,221769.12,0
3917826,284,208940.48,0
5351119,375,9889.38,0
5338956,374,10176.87,0
3669615,276,547290.96,0
2114232,183,14752.31,0
5719044,398,5369.23,0
1166556,132,277588.8,0
2055199,181,30731.59,0
2428456,202,12507.38,0
381206,17,439200.39,0
2406870,202,196478.13,0
101476,10,1306937.89,0
5605687,394,29623.11,0
6319622,687,15669.75,0
2220064,186,5269.48,0
1258711,134,31149.63,0
6141945,545,163245.9,0
901110,43,19836.63,0
2816714,225,361799.24,0
4611804,329,13699.84,0
4124314,302,8279.82,0
725435,37,134983.23,0
4777090,335,3536.28,0
650594,35,1215772.14,0
4699369,331,90102.91,0
918077,43,349322.68,0
862392,42,3579.19,0
4152228,303,210187.01,0
1349164,137,159290.76,0
3436183,256,199995.1,0
189016,13,13231.82,0
3539697,260,260839.78,0
3375748,254,145561.54,0
5672287,397,109770.06,0
5716150,398,19133.35,0
1308559,136,127089.28,0
994375,45,35278.95,0
652805,35,212177.79,0
33012,8,213323.81,0
5722567,398,287755.47,0
4819206,346,197404.53,0
3220965,250,55043.99,0
5630827,395,600.77,0
5715654,398,285275.07,0
2651454,209,22347.43,0
4216373,305,126166.66,0
971794,44,155846.68,0
2982397,231,3521.05,0
1634909,157,92901.07,0
2949706,230,434857.97,0
3584912,261,30552.97,0
2796492,216,67212.61,0
5640724,396,119602.23,0
3126839,236,105812.35,0
3903608,284,11225.62,0
4299003,307,24858.41,0
2483906,204,172942.18,0
4146425,303,60732.32,0
218937,13,155301.49,0
5608193,394,179563.71,0
5542369,382,106048.97,0
1902921,165,3636.23,0
2059414,181,33753.33,0
5473487,379,324327.32,0
5072974,355,286259.49,0
3133519,236,1452.96,0
1009539,46,104834.9,0
4898501,349,86456.07,0
3217628,250,251663.88,0
4702814,331,618166.03,0
1023153,47,115309.78,0
2053078,181,322637.58,0
3266629,251,6456.9,0
4957402,351,888560.39,0
2267808,187,67993.4,0
2833868,226,442152.7,0
1867145,164,134276.78,0
1366610,138,80385.45,0
2566630,206,82533.15,0
4232441,306,17749.74,0
331762,16,215132.08,0
3761168,279,17218.75,0
3348411,253,7025.63,0
5848455,402,5445.22,0
5640697,396,117449.29,0
3481766,258,6200.45,0
4302335,307,209063.84,0
4903001,349,99865.78,0
5065320,354,62970.42,0
1336160,137,4302.83,0
5894642,403,2789.53,0
3086488,235,125908.34,0
3644544,275,15465.27,0
3685176,276,64298.88,0
2715174,211,184119.77,0
1857576,164,55637.7,0
1629120,157,11405.62,0
2166801,184,80723.86,0
306297,16,216648.67,0
6208452,587,3742.94,0
5730440,399,28609.81,0
4716290,332,76934.81,0
5616824,395,30514.47,0
4840463,347,92690.67,0
4977866,352,42915.32,0
4824244,346,16364.75,0
1506343,144,13743.88,0
2300433,188,6843.96,0
1433780,140,2685.73,0
3669950,276,4928.25,0
2610123,208,68159.21,0
2293774,187,58192.26,0
4582457,328,311056.34,0
1607662,156,8175.43,0
4970469,351,87563.48,0
501775,20,111409.89,0
2028935,180,20648.22,0
2481108,204,102891.52,0
1439638,140,6161.97,0
1284797,135,64103.49,0
3627788,274,522080.25,0
3060405,234,67001.03,0
3322908,253,236434.99,0
4733896,332,62564.05,0
924359,43,799140.45,0
3793844,281,54341.09,0
1239026,134,873.15,0
3111824,235,287586.44,0
5366062,375,1456.31,0
2370941,191,37741.17,0
3502017,259,29200.96,0
5396135,377,6467.97,0
5309561,373,7523.71,0
1273248,135,172009.73,0
2824437,226,211835.33,0
4383712,312,674999.06,0
4023662,299,233897.46,0
2705650,211,88809.9,0
3238319,250,6537.35,0
4828845,347,43914.39,0
4775697,335,2555.02,0
4277347,307,82737.49,0
4092949,301,181996.03,0
1485682,141,1662.19,0
1679412,159,662101.12,0
4048106,300,114656.2,0
4077316,301,42953.78,0
5139967,356,9122.21,0
1560150,155,20089.03,0
1117154,130,5769.43,0
1426733,139,412827.58,0
235950,14,10282.4,0
624739,34,8569.57,0
1301399,136,211436.53,0
2280116,187,93150.19,0
5552681,383,410171.51,0
148485,12,750666.65,0
3146314,236,273162.88,0
4046043,300,16979.56,0
309380,16,474070.38,0
4779941,335,33392.78,0
5905338,403,13592.16,0
1569325,155,197155.01,0
251309,14,168734.13,0
4262653,306,415931.78,0
5419570,378,27510.63,0
788283,39,223970.82,0
2958976,230,229778.42,0
5985930,408,10749.82,0
618772,34,21185.9,0
2072041,182,59656.78,0
1088794,129,62146.4,0
3038591,234,13768.94,0
2484762,204,17361.67,0
2922181,229,193809.55,0
501224,20,7531.35,0
2134882,184,24620.45,0
1977551,178,107639.57,0
1639108,157,26308.38,0
4484493,324,33794.05,0
2869373,227,13676.93,0
4142853,303,453067.71,0
1349931,137,4873.93,0
2749172,212,2385.2,0
2323568,188,233994.24,0
4598298,328,178002.73,0
1891226,165,10400.62,0
5188953,369,41148.73,0
3616035,273,7488.98,0
3837417,282,44046.11,0
4910375,349,75154.69,0
3959300,289,39621.23,0
2253381,187,77065.15,0
1692345,159,538063.88,0
5774492,400,12829.36,0
2292068,187,5040.73,0
1831733,163,87518.14,0
285530,15,34161.54,0
5584690,394,18950.94,0
4724035,332,7289.87,0
1336670,137,261830.83,0
2091883,182,8935.2,0
6180503,565,402329.7,0
4933006,350,49201.29,0
4836706,347,88091.03,0
350975,17,15389.2,0
2799265,217,892.83,0
901524,43,294834.8,0
3397475,255,7518.79,0
5378556,376,485530.74,0
2411894,202,202042.35,0
1500350,143,108832.75,0
20201,8,16693.07,0
4742632,332,28626.59,0
3756644,279,4488.2,0
4980718,352,419709.49,0
4911754,349,114853.93,0
5546945,382,5505.61,0
3455755,257,150465.86,0
6320258,687,11522.13,0
1512461,153,2021.24,0
1038846,94,108587.0,0
3451730,257,11807.75,0
2319456,188,373827.32,0
3150957,236,16383.99,0
1258,1,9818.95,0
2748274,212,175091.42,0
1444787,140,175843.39,0
2684693,210,12167.52,0
4313934,308,224810.62,0
3512627,259,257685.61,0
1147927,131,611418.02,0
5279499,372,293859.39,0
3227667,250,252549.96,0
5403308,377,22707.69,0
2985085,231,125499.64,0
123552,11,1243.06,0
2684991,210,6751.06,0
90496,10,3669.45,0
6136298,544,187034.16,0
4489015,324,610052.4,0
5709229,398,389927.95,0
1198358,133,8247.71,0
4411503,322,42302.51,0
5062205,354,220012.65,0
6146799,546,242615.36,0
4680110,331,3119.29,0
6167743,552,440083.88,0
3008993,232,7327.49,0
6272812,621,1456.34,0
6330611,690,97318.49,0
3883854,283,211524.97,0
4063227,300,13356.4,0
436582,18,21738.94,0
1256047,134,2520.49,0
5866236,403,100222.36,0
1275403,135,15067.39,0
3783768,280,104606.78,0
3315791,252,859.45,0
2399736,201,113579.01,0
4731637,332,219480.14,0
2265225,187,89872.81,0
1309716,136,72442.6,0
1519115,153,141241.26,0
2077784,182,13913.32,0
2645397,209,7955.83,0
3704250,277,27047.06,0
2687336,210,2008.35,0
5840239,402,45663.87,0
4739281,332,28030.44,0
2363927,190,12103.49,0
252631,14,237960.7,0
2102446,182,105182.45,0
4118261,302,24310.06,0
840546,41,42505.51,0
2741324,212,552545.06,0
3425233,256,4435.16,0
3686857,276,164337.61,0
5867428,403,4311.2,0
4301123,307,116817.69,0
5754814,399,56333.33,0
2609542,208,32881.57,0
5423062,378,283066.64,0
5017685,353,8696.05,0
2167210,185,218778.29,0
2889751,228,399225.68,0
821630,40,27404.34,0
74558,10,8504.31,0
4398141,321,121375.93,0
2185821,185,482130.53,0
4463339,323,15972.6,0
171781,12,73730.45,0
5319894,374,617919.02,0
5449570,379,3784.21,0
2066418,181,1163593.83,0
75201,10,26490.02,0
1237640,134,372039.58,0
2168432,185,992.56,0
3159946,237,2571.97,0
5184632,360,715.63,0
3249748,251,489.65,0
589507,33,10522.43,0
2797224,216,6266.63,0
2496960,204,25468.85,0
4623167,329,51883.78,0
5632114,395,49136.44,0
4515695,325,93066.96,0
5916500,404,8001.05,0
5568356,393,62508.0,0
1248540,134,486722.52,0
5359644,375,182440.08,0
304573,15,9922.42,0
1299403,136,3813.26,0
3287263,252,1677187.32,0
6182839,567,359594.07,0
3426297,256,34813.12,0
2623837,208,14336.24,0
3877817,283,280240.97,0
4633581,330,3697.37,0
4454965,323,21128.53,0
1176954,132,94503.1,0
2587819,207,15729.97,0
1100381,130,140292.65,0
4981794,352,4058.21,0
5598138,394,224856.34,0
3848348,282,1953.94,0
5804753,401,14549.91,0
3986369,298,19207.27,0
2339030,189,2938.61,0
653572,35,162157.89,0
2233354,186,105006.18,0
3898476,284,6590.59,0
642488,35,224355.26,0
3618165,273,4720.73,0
200391,13,228425.77,0
1682813,159,32262.74,0
3142568,236,196274.4,0
3030724,233,801.64,0
1710082,160,245120.35,0
1154118,131,130565.03,0
5818551,401,236247.79,0
4004674,298,103133.13,0
5438304,378,273872.38,0
4172892,304,18196.19,0
292408,15,196053.77,0
1666284,158,51165.01,0
2545110,206,175829.6,0
3215487,249,212397.5,0
667963,36,48472.8,0
3323957,253,370613.87,0
2653210,209,8526.57,0
5328642,374,499177.12,0
1782535,162,5126.25,0
1145400,131,248339.31,0
6174135,564,25282.18,0
132934,11,61911.14,0
3239661,250,41374.34,0
4095483,301,14289.5,0
5778726,400,74975.97,0
4550950,327,216809.47,0
3722950,278,1076.61,0
1191010,132,314801.97,0
2426340,202,70910.15,0
2387021,201,723.19,0
1511699,153,251262.25,0
5235103,371,1841927.59,0
4496258,325,54128.62,0
5253002,371,88298.81,0
5958280,405,10461.97,0
973693,44,52811.84,0
1926767,168,12986.4,0
4999434,353,30389.33,0
3891488,284,341717.24,0
3355597,254,1172.51,0
472588,19,18336.76,0
3030127,233,925508.02,0
2522951,205,209473.63,0
765885,39,4519.46,0
3696235,277,461222.28,0
3720954,278,7558.97,0
3230689,250,77604.04,0
673393,36,46790.57,0
5163261,358,449659.33,0
5809691,401,250682.63,0
2159910,184,174413.01,0
5477813,379,46132.99,0
3880009,283,30106.83,0
6352725,705,122256.97,0
5315209,374,50006.45,0
5348148,375,1187748.3,0
6330827,690,152952.95,0
1702690,159,78324.24,0
1114117,130,151834.24,0
5493556,380,19863.29,0
3670646,276,119319.4,0
1747771,161,444219.42,0
1514833,153,319121.49,0
1560224,155,9083.72,0
5129352,356,247.9,0
1921959,167,135080.63,0
2654833,209,5438.35,0
2401652,202,2420.89,0
6075850,518,304182.37,0
68724,9,25154.45,0
2511695,205,26299.37,0
6134736,544,57146.78,0
1698923,159,42214.78,0
3452518,257,14457.24,0
4665536,330,240300.86,0
5318652,374,22939.78,0
5656673,396,35062.0,0
4212412,305,34228.81,0
2967900,231,300097.12,0
1897000,165,5992.27,0
3743205,279,948.42,0
5255541,371,1713.37,0
2734013,212,379914.22,0
1397771,139,3118.04,0
2808345,225,22307.28,0
2447137,203,162937.65,0
354352,17,235112.36,0
2566790,206,1361.63,0
2858725,227,652384.41,0
5234624,371,35427.07,0
348832,17,420019.16,0
2193564,185,361909.05,0
85655,10,2928299.42,0
683705,36,97319.4,0
6157580,548,133510.06,0
1709115,160,68640.61,0
945892,44,3404.09,0
2084403,182,1999.63,0
1380208,138,86532.51,0
1303263,136,292075.63,0
3502920,259,259953.56,0
5385594,376,160911.46,0
846963,41,15274.32,0
3698773,277,1629.35,0
4317809,308,28296.25,0
5923685,404,122369.35,0
3733117,278,137655.93,0
5828847,402,169292.92,0
1017124,47,6509.27,0
5800825,401,324784.56,0
5086359,355,7773.38,0
4701431,331,97628.44,0
5953771,405,55666.78,0
294913,15,317367.93,0
1640224,157,12958.45,0
2916633,229,8427.4,0
2529527,205,70780.66,0
2047048,181,1894.0,0
36971,9,434062.26,0
5622965,395,5953.41,0
284590,15,125736.64,0
4280591,307,7933.99,0
3753921,279,165877.18,0
5852017,402,127379.06,0
1841740,163,330466.42,0
158619,12,338994.83,0
3187979,240,223475.63,0
5114022,356,13602.92,0
1631310,157,14712.07,0
1068128,120,162597.07,0
4630325,329,15181.67,0
5826035,402,31314.19,0
2171260,185,265681.18,0
3926393,285,96189.29,0
422424,18,169856.18,0
3991558,298,27513.7,0
1135996,131,95285.4,0
2693852,211,203785.95,0
3612392,273,3861.14,0
4303088,307,155438.8,0
5030533,354,11227.06,0
2611444,208,82588.32,0
990677,45,5085.83,0
5577873,393,321886.77,0
1620178,157,15079.47,0
2440341,203,11973.57,0
2915076,229,17009.84,0
4571817,327,5960.51,0
5642046,396,18371.44,0
3531860,259,5590.29,0
2720072,211,179400.14,0
407219,18,285501.16,0
3775903,280,9896.2,0
5764097,400,8620.46,0
4132949,302,120098.11,0
3348702,253,60778.57,0
1489612,142,9623.01,0
3379436,254,347653.16,0
4692283,331,2790.86,0
2895601,228,457892.48,0
1438892,140,532732.65,0
2720232,211,174902.7,0
4450030,323,1558165.59,0
4142196,303,10728.47,0
2125271,183,57807.91,0
3225922,250,309653.56,0
6300051,681,19971.01,0
1068995,121,29295.95,0
1154307,131,23155.87,0
3717981,278,165122.12,0
1604049,156,13382.92,0
2505465,205,4521.52,0
2371697,191,353104.36,0
3126473,236,10548.22,0
3206307,249,56151.56,0
3830565,282,22647.48,0
3460605,257,50863.03,0
5242517,371,155735.81,0
442663,19,470759.03,0
2022842,180,335259.11,0
76072,10,113097.29,0
2657429,210,194657.92,0
1579170,155,99270.79,0
5360499,375,74406.85,0
5778779,400,58723.52,0
2625142,208,18987.2,0
3262933,251,150960.98,0
4060084,300,3743.83,0
2174394,185,279176.26,0
3141429,236,136929.25,0
5994592,422,380090.47,0
2240944,186,447853.67,0
4109228,302,371628.82,0
5175265,359,2028.08,0
2697746,211,7600.65,0
3127322,236,141661.92,0
963194,44,128026.18,0
3908006,284,33619.73,0
1477934,141,204632.32,0
2611099,208,441919.89,0
1139770,131,10319.7,0
5451781,379,672.91,0
3983152,298,31074.46,0
3174138,238,189394.89,0
1321831,136,94643.7,0
2418484,202,115601.83,0
6338401,691,361782.54,0
2176758,185,32117.25,0
671531,36,435403.41,0
1503594,143,375871.21,0
5416556,378,221135.86,0
4300290,307,20877.7,0
5019884,353,278452.04,0
1787022,162,181668.68,0
3685059,276,7597.63,0
655510,35,994433.97,0
3547997,260,1185222.3,0
4485902,324,9031.27,0
2348985,189,7284.29,0
2842768,226,68152.64,0
4335577,308,355407.3,0
3647871,275,132830.71,0
1091129,129,1380947.36,0
1333655,137,21662.67,0
3661196,275,27486.18,0
4506315,325,502736.78,0
1178799,132,37551.01,0
3096237,235,3350.94,0
3192048,241,4055.98,0
1688387,159,247308.65,0
5656949,396,122581.19,0
3945141,286,34197.12,0
3999161,298,439342.39,0
885697,42,127689.87,0
1325391,137,235654.27,0
561183,22,2268.94,0
6241913,595,115111.63,0
1829605,163,166800.75,0
1358293,138,231607.4,0
3065285,234,1759.76,0
3598109,263,593433.68,0
4175348,304,12921.79,0
5800090,401,206443.15,0
4162061,304,699.07,0
2291550,187,5699.82,0
3479018,258,473212.33,0
5274034,372,3065.34,0
5750272,399,260335.93,0
4448075,323,168129.51,0
1064133,119,5640.02,0
5700901,398,166406.3,0
400748,18,17060.33,0
4501494,325,59289.23,0
1224773,133,268424.12,0
2525878,205,1640.16,0
3075131,235,237112.49,0
5553254,383,12575.29,0
3529295,259,7523.59,0
1410759,139,210782.17,0
3408281,255,141787.69,0
5853671,402,25331.55,0
2407908,202,433087.14,0
1504617,143,237015.4,0
918098,43,1678312.87,0
1129502,131,62982.34,0
5861478,403,1983.28,0
2781517,214,260988.86,0
1562051,155,15399.5,0
3798591,281,190945.86,0
2235500,186,117394.96,0
2866549,227,141310.45,0
3701476,277,334658.69,0
5094229,355,238914.79,0
1833970,163,377.17,0
5995176,422,201703.83,0
2931365,229,3932.36,0
1026678,48,3638.22,0
5161689,357,2521.44,0
724570,37,39716.4,0
2361806,190,173800.54,0
3446161,257,153676.55,0
938889,43,522498.58,0
4550004,327,86770.63,0
3243817,250,426796.73,0
101813,10,15983.97,0
3366786,254,651552.25,0
5977161,407,12080.72,0
3429667,256,10711.85,0
1318489,136,811287.84,0
2622873,208,3418.22,0
3914304,284,6308.35,0
2925279,229,16275.74,0
1415535,139,38827.94,0
4235371,306,19924.68,0
6324519,688,47501.05,0
1584415,155,33510.74,0
2341638,189,117489.01,0
104743,10,480559.29,0
670532,36,163413.61,0
218629,13,111732.56,0
1775177,162,33759.18,0
1155505,131,542.95,0
5125719,356,4327.77,0
5238303,371,161136.66,0
4441205,323,16675.27,0
2357023,190,4974.16,0
1358084,138,99700.04,0
4886409,349,56864.62,0
1942202,177,9692.99,0
3759102,279,216949.35,0
4809693,346,128802.45,0
1988142,179,285507.91,0
4469254,324,14220.28,0
4915415,349,79513.41,0
3312016,252,166627.45,0
1205357,133,77609.02,0
5583739,394,218157.77,0
3813930,281,17785.32,0
3296858,252,10202.28,0
1560093,154,194734.9,0
3917942,284,10474.13,0
3485542,258,4581.46,0
4294067,307,5690.07,0
444572,19,34802.79,0
3342413,253,40312.0,0
3681537,276,21801.12,0
5645547,396,376820.58,0
1521153,153,331685.07,0
6040492,487,909.14,0
6291367,664,809394.75,0
1843331,163,3171.62,0
3129372,236,44071.08,0
2670042,210,707626.19,0
3641061,275,242301.69,0
1553710,154,35433.1,0
2043651,181,432200.68,0
4924796,350,12353.75,0
5495815,380,18938.06,0
5749841,399,152462.47,0
632687,35,83716.77,0
1105581,130,516704.4,0
3076127,235,4544.4,0
1400797,139,5135.37,0
5539399,382,9665.0,0
6330768,690,714675.19,0
3636582,274,439325.66,0
5690364,397,266838.41,0
5543622,382,223634.23,0
3301177,252,139663.14,0
733333,37,4320.77,0
2547520,206,14146.35,0
4541677,326,42590.37,0
5983916,408,56184.95,0
2699397,211,27202.91,0
5233619,371,174136.63,0
3488828,258,8227.44,0
5982858,408,240868.88,0
4706779,331,262490.42,0
2254488,187,3628.16,0
4049828,300,82302.52,0
5755125,399,263128.41,0
641286,35,5013.62,0
715938,37,59561.58,0
1374750,138,124360.76,0
5115867,356,14845.93,0
1498640,143,13998.01,0
198923,13,1384755.26,0
2735895,212,5585.11,0
1617161,156,279708.95,0
921275,43,290226.45,0
5928307,404,321548.85,0
5369115,376,23081.18,0
3068812,235,7209.8,0
1561457,155,12395.77,0
3683647,276,63134.77,0
3317550,252,1808.14,0
3524359,259,1270.81,0
3271196,251,106936.88,0
1911092,166,211493.16,0
1986725,179,469505.22,0
2106170,183,81840.13,0
46999,9,656838.74,0
1361398,138,47333.3,0
3345157,253,2015.25,0
4752930,333,22836.72,0
1272874,135,296029.01,0
5703727,398,13425.63,0
1112170,130,402920.03,0
1826151,163,304794.66,0
3684289,276,57668.76,0
3172253,238,1305.92,0
2145996,184,235200.99,0
4585965,328,201923.98,0
1909638,166,2569.66,0
5135886,356,114548.32,0
4417139,322,6721.99,0
2781645,214,269811.49,0
5258456,372,53014.14,0
1027164,48,1873954.64,0
385291,17,514841.2,0
3413722,256,233340.77,0
5501307,380,10123.42,0
1236024,134,522163.27,0
936736,43,1520.17,0
5241673,371,54932.1,0
4408977,322,350755.22,0
804527,40,212103.58,0
6020049,458,177255.52,0
1772536,162,244347.03,0
6215750,589,17999.44,0
5769604,400,405579.07,0
5911538,404,2388.36,0
2437224,203,29359.64,0
2558106,206,70111.89,0
2952294,230,341958.46,0
2957746,230,7488.95,0
5431438,378,226004.96,0
2364492,190,11139.23,0
1444555,140,113078.93,0
453993,19,13152.97,0
169940,12,145154.62,0
3588722,262,3646.21,0
16274,8,8482.75,0
1417298,139,265948.24,0
4376869,311,762519.43,0
1389157,139,4334.65,0
5746789,399,26965.03,0
2388495,201,155074.51,0
2409297,202,35621.11,0
6149398,546,2455.75,0
2196233,185,9844.51,0
5941907,404,50590.79,0
6016933,451,16303.28,0
2267576,187,124910.32,0
5494810,380,291130.32,0
1038816,94,29624.67,0
3557902,260,184267.2,0
4353140,309,146994.14,0
2109517,183,82200.7,0
2939590,230,143462.56,0
1700358,159,6641.42,0
2257861,187,9644.15,0
6014731,451,22696.53,0
1803635,162,13650.26,0
6232119,592,4855.06,0
2875362,227,347885.37,0
3453174,257,8842.94,0
4361658,309,44152.82,0
6226765,590,10206.16,0
5302711,373,44876.83,0
5825005,402,271132.69,0
1006327,46,13716.26,0
2409986,202,7780.77,0
3583107,261,53642.32,0
665781,36,47618.78,0
3083508,235,106114.91,0
2910168,229,434075.15,0
3229072,250,371397.2,0
4496938,325,26346.41,0
1088535,129,408111.26,0
6189405,570,134765.41,0
4075697,301,169781.24,0
6206358,586,327736.8,0
3752786,279,40337.24,0
577546,33,332887.95,0
3446308,257,1693.49,0
1438739,140,27406.98,0
3764666,279,28315.58,0
4816046,346,36087.87,0
3406896,255,1564.66,0
1581628,155,1569881.65,0
2533062,205,82958.94,0
4408610,322,4678.08,0
2016891,180,19342.94,0
2198016,185,234175.54,0
3396509,255,199229.47,0
5079435,355,9110.51,0
795975,40,148210.76,0
274811,15,9300.5,0
730641,37,185396.35,0
3819188,281,106305.69,0
6068905,514,52652.15,0
2375892,192,6586.52,0
2396703,201,7241.14,0
1239730,134,190491.4,0
4272624,307,26951.03,0
2476562,204,26893.55,0
2352348,189,336315.44,0
2227776,186,4672.14,0
1562649,155,9525.07,0
6314690,687,296282.75,0
4656338,330,305010.97,0
2864766,227,70528.95,0
1613115,156,5935.06,0
25527,8,18957.59,0
1193575,132,767958.09,0
4821759,346,166606.76,0
5073730,355,24113.93,0
2685754,210,11554.15,0
3806227,281,87377.58,0
3346362,253,156639.56,0
628830,34,3160.13,0
2234063,186,172636.89,0
873953,42,173421.43,0
3185061,239,183071.1,0
6299847,681,242229.82,0
3577763,261,11760.92,0
96968,10,145675.26,0
2343718,189,230.39,0
3190923,241,247.24,0
5984837,408,15123.39,0
1258183,134,540835.04,0
6062640,503,341427.3,0
721536,37,52272.37,0
1588751,155,317216.07,0
4953088,351,11674.87,0
2783667,214,3564.77,0
3476933,258,49002.61,0
1713662,160,100468.36,0
496169,20,187371.9,0
1666407,158,20277.81,0
6348641,695,117969.08,0
5331661,374,240026.95,0
4369439,310,11296.82,0
5426140,378,448.59,0
5460849,379,64105.67,0
2525345,205,191026.21,0
5238658,371,3802.38,0
1632444,157,1473715.01,0
6346417,694,14531.96,0
5357677,375,10046.79,0
2686597,210,11941.5,0
2440358,203,105.01,0
1681208,159,18056.4,0
329806,16,195516.48,0
710698,37,8125.22,0
5686645,397,384098.02,0
4795725,345,170202.5,0
5875800,403,304758.01,0
1589899,155,281165.16,0
3450349,257,4884.99,0
2092117,182,40432.17,0
2847421,227,192504.54,0
3621675,274,279347.21,0
4040056,299,314852.32,0
1278472,135,202043.45,0
2165267,184,241569.82,0
3398654,255,83038.17,0
4236248,306,143244.22,0
6207012,587,688777.53,0
2356972,190,3219.68,0
5502881,380,109253.68,0
2362318,190,268883.58,0
2767534,213,13384.92,0
6048034,492,394099.97,0
2869741,227,303274.11,0
5407756,378,135063.63,0
2694205,211,60605.61,0
5720441,398,2112371.2,0
1061215,119,300375.9,0
4675741,331,158619.17,0
6204556,585,20261.64,0
4387769,313,16114.92,0
1007935,46,129019.05,0
6116352,527,350657.02,0
4654233,330,21735.28,0
2984628,231,26951.88,0
5118090,356,121258.81,0
2555973,206,77603.86,0
611864,34,224937.95,0
5441348,378,9266.06,0
4933069,350,24425.34,0
1068318,120,174358.14,0
3444340,257,140391.35,0
5274583,372,121711.54,0
6357,6,28653.61,0
5347224,375,92014.99,0
3002986,232,160829.29,0
237885,14,281541.68,0
1497831,142,15104.04,0
92281,10,113149.25,0
3632297,274,90644.21,0
1931822,170,188974.09,0
5732916,399,8669.08,0
6011789,448,373136.85,0
3935348,285,18294.29,0
183958,13,811.53,0
3344915,253,16254.8,0
1178259,132,5677.19,0
265711,15,10861.52,0
4987707,352,12077.74,0
5390144,377,24111.73,0
3104053,235,26380.62,0
5559921,384,583510.18,0
2714462,211,96754.14,0
5706223,398,70072.17,0
2055791,181,25622.25,0
3494380,259,54255.29,0
4034897,299,248091.83,0
1604149,156,379019.79,0
1591740,156,284133.27,0
